MLS#,Type,Prop. Cat.,Prop. Cond.,Tax,Address,City,Zip,Area,BD,Baths,# Levels,Apx Sqft,Price SqFt,Sld Price Sqft,Lot Size,Pend. Date,DOM,CDOM,List Date,List Price,Sold Date,Price,Yr. Built,HOA Dues,# Garage,# Fireplaces,Terms
24073092,DETACHD,RES,RESALE,6762.72,1272 HIDE A WAY CT,Lake Oswego,97034,147,4,3,2,1816,564,564,"10K-14,999SF",9/12/2024,91,91,6/13/2024,"$1,025,000 ",10/21/2024,"$1,025,000 ",1975,,2,2,"CALL-SA, CASH, CONV"
24093298,DETACHD,RES,RESALE,6774.9,868 9TH ST,Lake Oswego,97034,147,3,2,1,1562,608,656,"5K-6,999SF",6/3/2024,5,5,5/29/2024,"$950,000 ",7/2/2024,"$1,025,000 ",1950,,1,1,"CASH, CONV, VA"
24133680,DETACHD,RES,RESALE,11291.28,2515 SATTER ST,West Linn,97068,147,5,3.1,3,3955,265,259,"10K-14,999SF",9/3/2024,13,13,8/21/2024,"$1,050,000 ",10/7/2024,"$1,025,000 ",2017,,2,1,"CASH, CONV, FHA, VA"
368690464,DETACHD,RES,RESALE,10493.8,977 MARYLHURST CIR,West Linn,97068,147,4,2.1,2,2511,408,408,"10K-14,999SF",5/13/2025,4,4,5/9/2025,"$1,025,000 ",6/16/2025,"$1,025,000 ",2013,,3,1,"CASH, CONV, FHA, VA"
24295199,DETACHD,RES,REMOD,7034.43,782 SUNNY HILL DR,Lake Oswego,97034,147,3,2,1,2012,544,510,"7K-9,999SF",9/28/2024,51,51,8/8/2024,"$1,095,000 ",10/15/2024,"$1,027,000 ",1979,24,2,2,"CASH, CONV"
23109465,ATTACHD,RES,RESALE,10052.88,353 3RD ST,Lake Oswego,97034,147,3,3.1,3,2044,584,503,"0-2,999SF",8/28/2023,39,39,7/20/2023,"$1,195,000 ",9/18/2023,"$1,030,000 ",2002,380,2,1,"CASH, CONV"
23298887,DETACHD,RES,REMOD,7376.25,1301 9TH ST,West Linn,97068,147,4,3.1,3,2852,359,361,1-2.99AC,7/3/2023,3,3,6/30/2023,"$1,025,000 ",7/21/2023,"$1,030,000 ",2002,,2,1,"CASH, CONV, FHA, USDA, VA"
23573788,DETACHD,RES,RESALE,13059.05,2728 RIDGE LN,West Linn,97068,147,5,3,2,3290,319,313,"7K-9,999SF",10/10/2023,75,75,7/27/2023,"$1,050,000 ",10/24/2023,"$1,030,000 ",2012,169,2,1,"CASH, CONV, FHA"
24682611,DETACHD,RES,RESALE,11218.29,4079 COLTSFOOT LN,Lake Oswego,97035,147,4,4,3,3308,329,311,"10K-14,999SF",5/14/2024,82,82,2/22/2024,"$1,089,000 ",6/13/2024,"$1,030,000 ",1985,,3,1,"CASH, CONV, FHA, VA"
23369011,DETACHD,RES,APPROX,8734.41,4959 BILFORD LN,Lake Oswego,97035,147,3,2.1,2,2456,405,421,"5K-6,999SF",6/9/2023,3,3,6/6/2023,"$995,000 ",7/11/2023,"$1,035,000 ",1994,250,2,2,"CASH, CONV"
24345613,DETACHD,RES,RESALE,10358.11,2293 ROGUE WAY,West Linn,97068,147,4,3.1,2,3433,305,301,"7K-9,999SF",1/26/2024,4,4,1/22/2024,"$1,050,000 ",2/16/2024,"$1,035,000 ",2008,,3,1,"CASH, CONV, VA"
408801809,DETACHD,RES,RESALE,15386.02,12241 SW 13TH CT,Portland,97219,147,4,2.1,2,3120,331,331,"7K-9,999SF",5/1/2025,7,7,4/24/2025,"$1,035,000 ",5/23/2025,"$1,035,000 ",2017,79,2,1,"CALL-SA, CASH, CONV, VA"
432404462,DETACHD,RES,REMOD,7832.41,2401 PIMLICO DR,West Linn,97068,147,4,3.1,3,2880,360,360,"15K-19,999SF",5/7/2025,6,6,5/1/2025,"$1,039,500 ",6/16/2025,"$1,039,500 ",1977,,2,1,"CASH, CONV, VA"
23495538,DETACHD,RES,RESALE,16396.11,1 CREEKSIDE TER,Lake Oswego,97035,147,5,4,3,4230,258,245,"10K-14,999SF",11/15/2023,42,42,10/4/2023,"$1,095,000 ",12/15/2023,"$1,040,000 ",2000,120,3,5,"CASH, CONV"
24368678,DETACHD,RES,REMOD,9247.6,8 DEL PRADO ST,Lake Oswego,97035,147,5,3,2,3548,295,293,"10K-14,999SF",4/11/2024,8,8,4/3/2024,"$1,050,000 ",5/10/2024,"$1,040,000 ",1972,578,2,2,"CASH, CONV"
705240937,DETACHD,RES,RESALE,12443.85,18343 ANDUIN TER,Lake Oswego,97034,147,4,2.1,2,3000,341,346,"10K-14,999SF",5/11/2025,3,3,5/8/2025,"$1,025,000 ",6/6/2025,"$1,040,000 ",1987,,2,2,"ASSMP, CASH, CONV, VA"
24342282,DETACHD,RES,NEW,5879.42,2789 Lancaster ST,West Linn,97068,147,5,4,3,3001,348,348,"3K-4,999SF",3/11/2025,144,144,10/18/2024,"$1,044,999 ",5/1/2025,"$1,044,999 ",2024,,2,1,"CASH, CONV"
23250784,DETACHD,RES,REMOD,5709.29,2020 WEMBLEY PARK RD,Lake Oswego,97034,147,3,2,1,1712,629,613,"10K-14,999SF",11/10/2023,38,369,10/3/2023,"$1,078,000 ",12/6/2023,"$1,050,000 ",1954,,1,1,"CASH, CONV"
23290645,DETACHD,RES,REMOD,7409.23,15550 QUARRY RD,Lake Oswego,97035,147,4,3,1,2714,405,386,"10K-14,999SF",4/2/2024,259,259,7/18/2023,"$1,100,000 ",4/29/2024,"$1,050,000 ",1964,,0,1,"CASH, CONV"
23295448,DETACHD,RES,REMOD,9530.29,7 GROUSE TER,Lake Oswego,97035,147,3,2.1,2,2516,371,417,"7K-9,999SF",10/30/2023,3,3,10/27/2023,"$935,000 ",11/30/2023,"$1,050,000 ",1981,1104,2,2,"CALL-SA, CASH, CONV, VA"
24016338,DETACHD,RES,APPROX,12658.05,21330 HORTON CT,West Linn,97068,147,4,3.1,3,4082,268,257,"10K-14,999SF",1/12/2025,17,17,12/26/2024,"$1,095,000 ",2/13/2025,"$1,050,000 ",1991,,3,3,"CASH, CONV"
24106593,DETACHD,RES,REMOD,7157.25,442 SW ALDERWOOD DR,West Linn,97068,147,3,2.1,3,2862,366,366,20K-.99AC,7/15/2024,0,0,7/15/2024,"$1,050,000 ",7/16/2024,"$1,050,000 ",1937,,2,1,TRADE
24153234,DETACHD,RES,RESALE,10575.9,2110 PEREGRINE CT,West Linn,97068,147,4,2.1,2,2963,359,354,"10K-14,999SF",5/11/2024,71,71,3/1/2024,"$1,064,900 ",6/20/2024,"$1,050,000 ",1993,,3,1,"CASH, CONV"
24316818,DETACHD,RES,RESALE,7697.93,6273 IRVING ST,West Linn,97068,147,5,2.1,2,3233,324,324,"7K-9,999SF",9/24/2024,5,5,9/19/2024,"$1,050,000 ",11/13/2024,"$1,050,000 ",2016,,4,1,"CALL-SA, CASH, CONV"
24332228,DETACHD,RES,RESALE,9427.68,17890 ROYCE WAY,Lake Oswego,97034,147,6,3,3,3108,321,337,20K-.99AC,1/29/2024,3,3,1/26/2024,"$1,000,000 ",3/1/2024,"$1,050,000 ",1975,450,2,1,"CASH, CONV, FHA, VA"
24401714,DETACHD,RES,APPROX,10765.85,700 SW SCHAEFFER RD,West Linn,97068,147,3,2.1,3,3235,340,324,1-2.99AC,4/1/2024,38,38,2/23/2024,"$1,100,000 ",5/2/2024,"$1,050,000 ",1960,,2,1,"CASH, CONV, FHA, VA"
277555307,DETACHD,RES,REMOD,8423.43,13851 VERTE CT,Lake Oswego,97034,147,4,3,2,2925,358,358,20K-.99AC,1/18/2025,2,2,1/16/2025,"$1,050,000 ",2/13/2025,"$1,050,000 ",1953,,2,3,"CASH, CONV, FHA, VA"
441800254,DETACHD,RES,RESALE,9066.72,4968 BILFORD LN,Lake Oswego,97035,147,3,2.1,2,2365,443,443,"7K-9,999SF",2/22/2025,3,3,2/19/2025,"$1,049,950 ",3/17/2025,"$1,050,000 ",1994,250,2,2,"CASH, CONV"
589178238,DETACHD,RES,REMOD,9670.59,2491 OVERLOOK DR,Lake Oswego,97034,147,4,3,2,3456,325,303,"10K-14,999SF",5/10/2025,22,22,4/18/2025,"$1,125,000 ",6/13/2025,"$1,050,000 ",1970,,2,2,"CASH, CONV, FHA, VA"
578504465,DETACHD,RES,RESALE,9515.53,6466 PALOMINO WAY,West Linn,97068,147,4,3,1,3766,277,279,"7K-9,999SF",6/2/2025,3,3,5/30/2025,"$1,044,950 ",6/18/2025,"$1,052,450 ",1978,,2,1,"CASH, CONV, FHA, VA"
24168548,DETACHD,RES,NEW,5879.42,2814 York St,West Linn,97068,147,5,4,2,3054,333,344,"3K-4,999SF",5/17/2024,0,0,5/17/2024,"$1,019,999 ",12/4/2024,"$1,053,406 ",2024,,2,2,"CASH, CONV"
24568358,DETACHD,RES,REMOD,8641.48,838 ASH ST,Lake Oswego,97034,147,4,2.1,3,2785,379,378,"7K-9,999SF",3/19/2024,5,5,3/14/2024,"$1,058,000 ",4/9/2024,"$1,054,500 ",1924,,0,1,"CALL-SA, CASH, CONV"
23626404,DETACHD,RES,REMOD,8003.21,15789 MURWOOD CT,Lake Oswego,97035,147,4,2.1,1,2232,436,472,"10K-14,999SF",8/7/2023,4,4,8/3/2023,"$974,900 ",9/7/2023,"$1,055,000 ",1980,,2,1,"CASH, CONV"
24155540,DETACHD,RES,RESALE,10132.9,17644 TREE TOP LN,Lake Oswego,97034,147,4,3.1,3,4240,282,249,"10K-14,999SF",11/17/2024,123,123,7/17/2024,"$1,199,000 ",12/9/2024,"$1,056,000 ",1973,,2,3,"CASH, CONV, FHA, VA"
23028079,DETACHD,RES,REMOD,12304.03,592 WEIDMAN CT,Lake Oswego,97034,147,3,2.1,2,3035,355,349,"7K-9,999SF",6/5/2023,38,38,4/28/2023,"$1,080,000 ",7/31/2023,"$1,060,000 ",1997,200,3,2,"CASH, CONV"
23213440,DETACHD,RES,RESALE,20943.59,1633 MAPLE ST,Lake Oswego,97034,147,3,3,2,3448,345,308,"10K-14,999SF",10/2/2023,122,194,6/2/2023,"$1,190,000 ",10/31/2023,"$1,062,422 ",2002,,2,3,"CASH, CONV"
24547884,DETACHD,RES,APPROX,9005.03,5514 Bay Creek DR,Lake Oswego,97035,147,4,2.1,2,2918,364,364,"3K-4,999SF",4/4/2024,1,1,4/3/2024,"$1,065,000 ",4/30/2024,"$1,065,000 ",1992,700,3,2,"CASH, CONV"
24560866,DETACHD,RES,RESALE,7626.2,19237 TERRY AVE,Lake Oswego,97035,147,5,3.1,2,2919,373,365,"10K-14,999SF",5/17/2024,9,218,5/8/2024,"$1,089,000 ",6/21/2024,"$1,068,120 ",1967,,2,1,"CASH, CONV, FHA"
23471554,DETACHD,RES,REMOD,12171.04,2082 ALPINE DR,West Linn,97068,147,4,3.1,2,3650,293,293,20K-.99AC,7/15/2023,22,22,6/23/2023,"$1,070,000 ",8/14/2023,"$1,070,000 ",1998,250,3,2,"CASH, CONV, FHA, VA"
24001083,DETACHD,RES,RESALE,11465.59,2135 FIRCREST DR,West Linn,97068,147,5,3.1,2,4014,248,266,"10K-14,999SF",3/25/2024,5,5,3/20/2024,"$999,000 ",5/15/2024,"$1,070,000 ",2002,270,2,2,"CASH, CONV"
24495334,DETACHD,RES,REMOD,10038.03,29 DEL PRADO ST,Lake Oswego,97035,147,4,2,2,3037,345,352,"10K-14,999SF",1/14/2024,3,3,1/11/2024,"$1,050,000 ",2/13/2024,"$1,070,000 ",1974,88,2,2,"CASH, CONV"
24596450,DETACHD,RES,REMOD,6941.22,1530 LARCH ST,Lake Oswego,97034,147,4,3,2,2384,435,448,"7K-9,999SF",3/31/2024,2,2,3/29/2024,"$1,039,000 ",4/23/2024,"$1,070,000 ",1963,,2,2,"CASH, CONV"
23372815,DETACHD,RES,RESALE,12922.15,1873 RADCLIFFE CT,West Linn,97068,147,4,3.1,3,4461,257,240,"10K-14,999SF",10/13/2023,10,10,10/3/2023,"$1,150,000 ",11/13/2023,"$1,071,500 ",1997,1236,3,4,"CASH, CONV"
24153277,DETACHD,RES,REMOD,6904.65,19546 KAPTEYNS ST,West Linn,97068,147,4,3,2,2540,423,423,"15K-19,999SF",7/9/2024,20,20,6/19/2024,"$1,074,900 ",8/5/2024,"$1,075,000 ",1977,,2,2,"CASH, CONV, FHA, VA"
24317344,DETACHD,RES,RESALE,15950.08,1571 BAY VIEW LN,Lake Oswego,97034,147,3,2.1,3,2854,411,376,"7K-9,999SF",3/9/2025,206,206,8/15/2024,"$1,175,000 ",4/14/2025,"$1,075,000 ",1987,575,2,3,"CASH, CONV"
24433484,DETACHD,RES,RESALE,13486.04,2861 BEACON HILL DR,West Linn,97068,147,4,3.1,2,3585,299,299,"15K-19,999SF",4/29/2024,18,18,4/11/2024,"$1,075,000 ",5/24/2024,"$1,075,000 ",1993,708,3,3,"CONV, FHA, VA"
24666875,DETACHD,RES,RESALE,9507.81,2004 RIDGEWOOD LN,Lake Oswego,97034,147,3,2.1,3,2631,408,408,"10K-14,999SF",10/10/2024,77,77,7/25/2024,"$1,075,000 ",11/7/2024,"$1,075,000 ",1978,,3,2,"CASH, CONV, VA"
234701995,DETACHD,RES,REMOD,7963.97,1275 HIDE A WAY LN,Lake Oswego,97034,147,4,3.1,3,2656,432,404,"10K-14,999SF",4/21/2025,35,35,3/17/2025,"$1,150,000 ",5/19/2025,"$1,075,000 ",1974,,3,2,"CASH, CONV, FHA, VA"
471946396,DETACHD,RES,RESALE,9527.44,8 DEL PRADO ST,Lake Oswego,97035,147,5,3,2,3788,290,283,"10K-14,999SF",3/23/2025,22,22,3/1/2025,"$1,099,000 ",4/11/2025,"$1,075,000 ",1972,597,2,2,"CASH, CONV, FHA, VA"
701496246,DETACHD,RES,REMOD,8473.83,800 WOODWAY CT,Lake Oswego,97034,147,4,3,2,2254,485,476,"10K-14,999SF",2/7/2025,22,22,1/16/2025,"$1,095,000 ",2/27/2025,"$1,075,000 ",1974,,2,2,"CASH, CONV, FHA, VA"
23181804,DETACHD,RES,NEW,6195.9,2105 FIRCREST DR,West Linn,97068,147,4,2.1,2,3034,362,355,"7K-9,999SF",2/8/2024,132,132,9/29/2023,"$1,100,000 ",3/6/2024,"$1,080,000 ",2023,21,2,1,"CASH, CONV"
24595251,DETACHD,RES,RESALE,13422.97,1923 SUNBURST TER,West Linn,97068,147,4,2.1,2,3969,273,272,"7K-9,999SF",1/18/2024,8,8,1/10/2024,"$1,085,000 ",2/16/2024,"$1,080,000 ",1983,375,3,2,"CASH, CONV"
23399448,DETACHD,RES,RESALE,10832.17,13607 SW FIELDING RD,Lake Oswego,97034,147,3,2.1,2,3355,322,322,"10K-14,999SF",7/5/2023,0,0,7/5/2023,"$1,081,168 ",7/5/2023,"$1,081,168 ",1981,,2,1,"CASH, CONV"
24615568,DETACHD,RES,RESALE,10390.61,5802 RIDGETOP CT,Lake Oswego,97035,147,4,2.1,2,3160,344,343,"5K-6,999SF",7/9/2024,4,4,7/5/2024,"$1,090,000 ",7/31/2024,"$1,084,700 ",1990,0,3,2,"CASH, CONV"
24668724,DETACHD,RES,RESALE,14347.71,22012 ROSEMONT RIDGE CT,West Linn,97068,147,4,3.1,2,3841,285,282,"10K-14,999SF",3/24/2025,122,122,11/22/2024,"$1,095,000 ",4/22/2025,"$1,085,000 ",2005,,3,2,"CASH, CONV, VA"
23133900,DETACHD,RES,RESALE,9718.34,5015 PARKHILL ST,Lake Oswego,97035,147,3,3,2,2628,418,413,"3K-4,999SF",9/23/2023,4,4,9/19/2023,"$1,100,000 ",11/9/2023,"$1,086,000 ",1999,,2,1,"CASH, CONV"
23328742,DETACHD,RES,NEW,0.01,3853 Carman DR,Lake Oswego,97035,147,3,2.1,2,2531,424,429,"5K-6,999SF",12/5/2023,5,5,11/30/2023,"$1,075,000 ",11/1/2024,"$1,088,094 ",2024,,2,1,"CASH, CONV"
24567216,DETACHD,RES,RESALE,12363.24,13265 FOX RUN,Lake Oswego,97034,147,4,2.1,2,2614,416,416,20K-.99AC,2/28/2024,8,8,2/20/2024,"$1,089,000 ",3/29/2024,"$1,089,000 ",1984,325,3,2,"CASH, CONV, FHA, VA"
24549823,DETACHD,RES,REMOD,11746.7,13551 SOUTHWOOD CT,Lake Oswego,97035,147,4,2.1,2,3217,352,338,"7K-9,999SF",7/12/2024,56,56,5/17/2024,"$1,135,000 ",9/6/2024,"$1,090,000 ",1990,,3,2,"CASH, CONV"
23321216,DETACHD,RES,APPROX,10101.56,13354 TWIN CREEK LN,Lake Oswego,97035,147,4,2.1,2,3134,349,349,"7K-9,999SF",6/18/2023,28,28,5/21/2023,"$1,095,000 ",7/17/2023,"$1,095,000 ",1989,,2,2,"CASH, CONV"
24318053,DETACHD,RES,REMOD,8361.06,1830 CLOVERLEAF RD,Lake Oswego,97034,147,3,2.1,1,1879,617,582,"15K-19,999SF",12/4/2024,125,125,8/1/2024,"$1,160,000 ",12/18/2024,"$1,095,000 ",1958,,2,2,"CASH, CONV, FHA, VA"
670834788,DETACHD,RES,APPROX,12529.54,3405 RIVERKNOLL WAY,West Linn,97068,147,5,3.1,2,3619,317,302,20K-.99AC,4/6/2025,31,31,3/6/2025,"$1,150,000 ",4/25/2025,"$1,095,000 ",1987,61,3,2,"CASH, CONV"
24030182,DETACHD,RES,FIXER,11595.69,18020 ROYCE WAY,Lake Oswego,97034,147,4,2.1,2,2814,426,389,"7K-9,999SF",6/9/2024,10,10,5/30/2024,"$1,200,000 ",7/11/2024,"$1,095,073 ",1977,450,2,1,"CASH, CONV, VA"
125835639,DETACHD,RES,RESALE,9911.65,18560 NIXON AVE,West Linn,97068,147,3,2,1,1668,658,658,20K-.99AC,5/4/2025,2,2,5/2/2025,"$1,099,000 ",6/5/2025,"$1,099,000 ",1951,,3,1,"CASH, CONV, FHA, VA"
23064264,DETACHD,RES,REMOD,8180.45,15119 QUARRY RD,Lake Oswego,97035,147,3,2,1,2106,568,522,20K-.99AC,2/5/2024,82,249,11/15/2023,"$1,198,000 ",3/25/2024,"$1,100,000 ",1969,,2,2,"CASH, CONV"
23267642,DETACHD,RES,RESALE,14016.81,2179 RIDGEBROOK DR,West Linn,97068,147,5,3.1,3,4502,244,244,"10K-14,999SF",11/11/2023,22,22,10/20/2023,"$1,099,900 ",12/8/2023,"$1,100,000 ",2002,,3,1,"CASH, CONV, VA"
23311747,DETACHD,RES,REMOD,10894.87,5525 BAY CREEK DR,Lake Oswego,97035,147,4,2.1,2,3377,325,325,"5K-6,999SF",6/24/2023,2,2,6/22/2023,"$1,100,000 ",8/1/2023,"$1,100,000 ",1991,650,2,2,"CASH, CONV, VA"
23513074,DETACHD,RES,RESALE,8691.55,5382 ROYAL OAKS DR,Lake Oswego,97035,147,4,2.1,2,2970,397,370,"7K-9,999SF",8/24/2023,21,21,8/3/2023,"$1,180,000 ",9/22/2023,"$1,100,000 ",1988,150,2,1,"CASH, CONV"
24020409,DETACHD,RES,APPROX,13297.67,22461 MCKENZIE CT,West Linn,97068,147,5,3,2,4047,271,271,"10K-14,999SF",7/27/2024,4,4,7/23/2024,"$1,100,000 ",8/27/2024,"$1,100,000 ",1993,1010,3,3,"CASH, CONV"
24107525,ATTACHD,RES,RESALE,15201.51,625 3RD ST,Lake Oswego,97034,147,3,2.1,2,2645,452,415,"3K-4,999SF",5/3/2024,63,63,3/1/2024,"$1,198,000 ",6/27/2024,"$1,100,000 ",2015,,2,1,"CASH, CONV"
24119546,DETACHD,RES,REMOD,8128.38,17 WESTMINSTER DR,Lake Oswego,97034,147,5,2.1,2,2736,431,402,"10K-14,999SF",7/27/2024,1,1,7/26/2024,"$1,180,000 ",8/28/2024,"$1,100,000 ",1975,,2,1,"CASH, CONV"
24278466,DETACHD,RES,APPROX,9378.13,1080 UPPER DEVON LN,Lake Oswego,97034,147,3,2.1,3,2335,492,471,"7K-9,999SF",6/4/2024,28,28,5/7/2024,"$1,150,000 ",6/28/2024,"$1,100,000 ",1975,,2,1,"CASH, CONV"
24411036,DETACHD,RES,REMOD,8259.39,15449 PARTRIDGE DR,Lake Oswego,97035,147,4,2.1,2,2885,380,381,"5K-6,999SF",4/7/2024,3,3,4/4/2024,"$1,098,000 ",4/30/2024,"$1,100,000 ",1989,,2,1,"CASH, CONV"
24445445,DETACHD,RES,REMOD,8847.17,26820 SW PETES MOUNTAIN RD,West Linn,97068,147,3,3.1,3,3020,380,364,20K-.99AC,7/13/2024,37,37,6/6/2024,"$1,150,000 ",8/21/2024,"$1,100,000 ",1993,,2,1,"CASH, CONV"
24527072,DETACHD,RES,RESALE,11921.19,14186 KIMBERLY CIR,Lake Oswego,97035,147,4,3,2,3226,356,340,"7K-9,999SF",11/11/2024,35,35,10/7/2024,"$1,150,000 ",12/9/2024,"$1,100,000 ",1998,800,3,2,"CASH, CONV"
24634900,DETACHD,RES,RESALE,6801.74,840 8TH ST,Lake Oswego,97034,147,4,3,3,1920,572,572,"5K-6,999SF",11/6/2024,0,0,11/6/2024,"$1,100,000 ",11/6/2024,"$1,100,000 ",1940,,1,,"CASH, CONV"
24659610,DETACHD,RES,REMOD,9519.28,17749 LEAFY LN,Lake Oswego,97034,147,4,3,2,3266,345,336,"10K-14,999SF",10/4/2024,106,106,6/20/2024,"$1,129,900 ",10/21/2024,"$1,100,000 ",1972,,3,3,"CALL-SA, CASH, CONV"
24567130,DETACHD,RES,RESALE,8344.97,3320 SOUTHSHORE BLVD,Lake Oswego,97034,147,4,3.1,1,2503,459,440,"10K-14,999SF",6/4/2024,47,47,4/18/2024,"$1,150,000 ",7/8/2024,"$1,102,500 ",1955,,2,2,"CASH, CONV"
512930226,DETACHD,RES,FIXER,4614,1260 SW Hoffman RD,West Linn,97068,147,3,2,2,1593,659,693,5-6.99AC,2/6/2025,1,,2/5/2025,"$1,050,000 ",2/26/2025,"$1,104,000 ",1977,,2,1,"CASH, CONV"
281643569,DETACHD,RES,RESALE,8421.27,15988 WHITE OAKS DR,Lake Oswego,97035,147,4,2.1,2,2761,398,401,"7K-9,999SF",2/23/2025,2,2,2/21/2025,"$1,099,000 ",3/17/2025,"$1,109,000 ",1988,,2,1,"CASH, CONV"
24266000,DETACHD,RES,RESALE,15109.58,21453 ROSEPARK CT,West Linn,97068,147,4,2.1,2,3784,303,294,"10K-14,999SF",3/27/2025,6,6,3/21/2025,"$1,150,000 ",4/17/2025,"$1,115,000 ",1990,,3,3,"CASH, CONV"
576646126,DETACHD,RES,REMOD,8296.88,1485 TIMBERLINE DR,Lake Oswego,97034,147,4,3,2,3274,351,340,20K-.99AC,4/6/2025,38,38,2/27/2025,"$1,150,000 ",5/5/2025,"$1,115,000 ",1960,,2,2,"CASH, CONV"
751018889,DETACHD,RES,RESALE,7953.52,3802 SOUTHSHORE BLVD,Lake Oswego,97035,147,4,3,1,2017,577,552,"7K-9,999SF",6/14/2025,57,57,4/18/2025,"$1,165,000 ",6/26/2025,"$1,115,000 ",1967,,2,2,"CASH, CONV"
24175311,DETACHD,RES,REMOD,12963.9,3900 EDGEWOOD CT,West Linn,97068,147,5,3.1,3,4125,272,270,"10K-14,999SF",5/24/2024,36,36,4/18/2024,"$1,125,000 ",6/21/2024,"$1,117,500 ",1993,708,3,2,"CASH, CONV, FHA, VA"
24334918,DETACHD,RES,NEW,5879.42,2802 York ST,West Linn,97068,147,5,4,2,3002,366,372,"5K-6,999SF",5/20/2024,94,94,2/16/2024,"$1,099,999 ",6/27/2024,"$1,117,571 ",2024,,3,2,"CASH, CONV"
24247546,DETACHD,RES,RESALE,11826.09,2113 SATTER ST,West Linn,97068,147,4,3.1,2,3224,350,347,"10K-14,999SF",5/14/2024,5,5,5/9/2024,"$1,129,000 ",6/14/2024,"$1,119,000 ",2016,,3,2,"CASH, CONV"
24398887,DETACHD,RES,RESALE,8693.62,4913 HASTINGS DR,Lake Oswego,97035,147,3,2.1,2,2280,493,491,"7K-9,999SF",5/10/2024,1,1,5/9/2024,"$1,125,000 ",5/29/2024,"$1,121,334 ",1994,250,2,2,"CASH, CONV, VA"
24318480,DETACHD,RES,APPROX,15590.84,2211 CARSON DR,West Linn,97068,147,4,4,3,4727,245,237,"7K-9,999SF",3/3/2024,61,61,1/2/2024,"$1,160,000 ",4/2/2024,"$1,123,000 ",1998,,3,2,"CASH, CONV"
24402203,DETACHD,RES,RESALE,13325.57,5012 GREGORY CT,West Linn,97068,147,4,2.1,2,3349,343,335,"10K-14,999SF",9/9/2024,25,25,8/15/2024,"$1,149,000 ",9/20/2024,"$1,124,000 ",2005,0,3,2,"CASH, CONV"
23687628,CONDO,RES,RESALE,10487.94,674 1ST ST,Lake Oswego,97034,147,2,2.1,3,2147,547,523,,2/1/2024,101,173,10/23/2023,"$1,175,000 ",2/29/2024,"$1,124,500 ",2016,535,2,1,"CASH, CONV"
23562349,DETACHD,RES,RESALE,12013.87,13657 PROVINCIAL HILL WAY,Lake Oswego,97035,147,4,2.1,2,2790,394,403,"7K-9,999SF",6/13/2023,32,32,5/12/2023,"$1,100,000 ",7/14/2023,"$1,125,000 ",1998,450,3,2,"CASH, CONV"
24173781,DETACHD,RES,REMOD,13180.97,1830 RADCLIFFE CT,West Linn,97068,147,5,3.1,2,4624,243,243,"10K-14,999SF",2/6/2024,0,0,2/6/2024,"$1,125,000 ",2/29/2024,"$1,125,000 ",1997,682,3,1,"CASH, CONV, FHA, VA"
24214572,DETACHD,RES,RESALE,12934.91,5345 SUMMIT ST,West Linn,97068,147,5,3.1,3,4126,278,272,"10K-14,999SF",5/3/2024,3,3,4/30/2024,"$1,150,000 ",6/14/2024,"$1,125,000 ",1995,,4,2,"CASH, CONV, VA"
24629267,DETACHD,RES,RESALE,16085.56,1928 PALISADES TERRACE DR,Lake Oswego,97034,147,5,5.1,3,4337,275,259,"15K-19,999SF",8/28/2024,27,27,8/1/2024,"$1,195,000 ",10/11/2024,"$1,125,000 ",1990,,3,2,"CASH, CONV"
23397291,DETACHD,RES,APPROX,11868.73,18368 TAMAWAY DR,Lake Oswego,97034,147,4,3,2,3741,307,302,"10K-14,999SF",11/25/2023,40,40,10/16/2023,"$1,150,000 ",12/29/2023,"$1,130,000 ",1980,,3,2,"CASH, CONV"
24523391,DETACHD,RES,RESALE,11016.77,1053 YATES ST,Lake Oswego,97034,147,4,2.1,2,2598,413,434,"3K-4,999SF",2/17/2024,2,2,2/15/2024,"$1,075,000 ",3/21/2024,"$1,130,000 ",2015,,1,1,"CASH, CONV"
24221713,DETACHD,RES,REMOD,15550.7,17479 BROOKHURST DR,Lake Oswego,97034,147,4,2.1,2,3711,339,305,"10K-14,999SF",2/24/2025,138,138,10/9/2024,"$1,260,000 ",3/25/2025,"$1,135,000 ",1994,50,3,2,"CASH, CONV"
24277502,DETACHD,RES,RESALE,8052.33,4500 WEST RD,Lake Oswego,97035,147,4,2.1,1,2479,463,457,"15K-19,999SF",7/30/2024,54,54,6/6/2024,"$1,149,000 ",8/16/2024,"$1,135,000 ",1978,,2,2,"CASH, CONV"
24415587,DETACHD,RES,REMOD,11658.48,111 LADD ST,Lake Oswego,97034,147,3,2.1,2,2303,542,494,"5K-6,999SF",10/24/2024,46,46,9/8/2024,"$1,250,000 ",12/2/2024,"$1,139,000 ",1978,,2,1,"CASH, CONV"
23260281,DETACHD,RES,RESALE,12083.75,19605 WILDWOOD DR,West Linn,97068,147,4,3.1,3,5641,208,202,20K-.99AC,9/12/2023,25,25,8/18/2023,"$1,175,000 ",11/22/2023,"$1,140,000 ",1997,,3,2,"CASH, CONV, VA"
225249670,DETACHD,RES,RESALE,12951.47,3246 WINKEL WAY,West Linn,97068,147,4,3.1,2,3517,341,325,"7K-9,999SF",4/4/2025,15,15,3/20/2025,"$1,199,900 ",4/25/2025,"$1,143,450 ",2009,40,3,2,"CASH, CONV, FHA, VA"
